point,name,latitude,longitude,color
point,Secor Road N/B @ RT 6N- Going towards the Taconic (In Carmel),41.366009,-73.771103,yellow
point,SMRP N/B @ Cherry St,41.237793,-73.701042,yellow
point,SMRP S/B @ Cherry St,41.237782,-73.70134,yellow
point,South Columbus Ave N/B @ Elliot St (In Mt. Vernon),40.905235,-73.820969,yellow
point,Sprain Rd @ Austin Ave N/B (Yonkers),40.976899,-73.858503,yellow
point,Sprain Rd @ Austin Ave S/B (Yonkers),40.97685,-73.858597,yellow
point,Spruce St E/B  Going Towards Rumsey RD (In Yonkers),40.929958,-73.887436,yellow
point,Theodore Fremd Ave S/B @ North St (In Rye),40.977295,-73.695244,yellow
point,Tompkins Ave E/B @ Marianna Dr (Into Yonkers from Hastings),40.979229,-73.872368,yellow
point,TSP N/B @ Chelsea St (In Mt. Pleasant) (L),41.104557,-73.79673,yellow
point,TSP N/B @ Chelsea St (In Mt. Pleasant) (R),41.104656,-73.796722,yellow
point,TSP S/B @ Chelsea St (In Mt. Pleasant)  (L),41.104206,-73.796776,yellow
point,TSP S/B @ Chelsea St (In Mt. Pleasant) (R),41.104111,-73.796722,yellow
point,Tuckahoe Rd E/B @ Garrett Ave (Going into Tuckahoe from Yonkers),40.949619,-73.834137,yellow
point,Tuckahoe Rd W/B @ Garrett Ave (Going into Yonkers from Tuckahoe),40.94957,-73.834007,yellow
point,Turning onto Ashburton Ave from Yonkers Ave (In Yonkers) (R),40.935112,-73.880539,yellow
point,Turning onto Rumsey Rd from Yonkers Ave (In Yonkers) (R),40.934761,-73.879776,yellow
point,Union Ave N/B @ Harrison HS (In Harrison),40.98027,-73.737259,yellow
point,Union Ave S/B @ Harrison HS (In Harrison),40.980289,-73.737236,yellow
point,Wakefield Ave E/B @ Bronx River Rd (Into the Bronx from Yonkers),40.906231,-73.85643,yellow
point,Wakefield W/B @ Bronx River Rd (Going Into Yonkers from Bronx),40.90638,-73.857048,yellow
point,Warburton Ave N/B Going Into Hastings From Yonkers,40.976303,-73.886932,yellow
point,Warburton Ave S/B  Going Into Yonkers From Hastings,40.976585,-73.887032,yellow
point,Washington Ave E/B @ 8th St (Going Into New Rochelle),40.90951547,-73.799953,yellow
point,Washington Ave W/B @ 8th St (In New Rochelle/Towards Pelham),40.90951547,-73.799953,yellow
point,Weaver St N/B @ Hutchinson Av (In New Rochelle/ Towards the HRP),40.968769,-73.773956,yellow
point,Weaver St N/B @ Scarsdale Corners (New Rochelle/toward Wilmot) 1,40.979916,-73.776299,yellow
point,Weaver St S/B @ Hutchinson Ave (In New Rochelle),40.9688,-73.773979,yellow
point,Weaver St S/B @ Scarsdale Corners (In New Rochelle/To Stratton)1,40.979916,-73.776299,yellow
point,Webster Ave N/B @ Startford (In New Rochelle/Towards the Hutch),40.942696,-73.800156,yellow
point,Webster Ave S/B @ Stratford (Going into New Rochelle),40.942577,-73.800041,yellow
point,Westchester Ave W/B @ Lincoln Ave (in Rye Brook),41.00847,-73.69074,yellow
point,Westchester Ave E/B @ Lincoln Ave (in Rye Brook),41.00826,-73.690278,yellow
point,Westchester Ave E/B @ Bowman Ave (In Port Chester),41.004757,-73.677681,yellow
point,Westchester Ave E/B @ the HRP (In Harrison),41.013958,-73.720634,yellow
point,Westchester Ave W/B @ Bowman Ave (Going Towards Rye Brook),41.004833,-73.677246,yellow
point,Westchester Ave W/B @ Westchester Park  Dr (In Harrison) L,41.02113,-73.727058,yellow
point,Westchester Ave W/B @ Westchester Park  Dr (In Harrison) R,41.021194,-73.727005,yellow
point,Wilmot Rd N/B @ Hanson Ln. (In New Rochelle/Towards the Hutch),40.958302,-73.795082,yellow
point,Wilmot Rd N/B @ Stratton (In New Rochelle/Towards Eastchester),40.96459828,-73.79596275,yellow
point,Wilmot Rd S/B @ Hanson Ln. (In New Rochelle/Towards Fenimore),40.958099,-73.795052,yellow
point,Wilmot Rd S/B @ Stratton (In New Rochelle/Towards the Hutch),40.96459828,-73.79596275,yellow
point,Winter Hill Rd S/B @ Main St (In Tuckahoe),40.948998,-73.822304,yellow
point,Yonkers Ave E/B @ Ashburton Ave (In Yonkers) (L),40.935043,-73.880684,yellow
point,Yonkers Ave E/B @ Trenchard St (In Yonkers),40.918865,-73.86026,yellow
point,Yonkers Ave W/B @ Trenchard St (In Yonkers),40.918953,-73.860344,yellow
point,Yonkers Ave W/B at Ashburton Ave (In Yonkers) (L),40.935074,-73.88073,yellow
point,Pole 8 Merritt Parkway @ W Rocks Rd,41.14543,-73.4176,yellow
point,Rt 9 N/B @ The Dutchess County Line (Going into Dutchess Co),41.490583,-73.902951,yellow
point,Rt 9 S/B @ The Dutchess County Line (Going into Dutchess Co),41.490583,-73.902951,yellow
point,Ramada Yonkers (Facing south on Patmor Ave),40.95593245,-73.86523013,yellow
point,Croton-South Riverside / Riverside Ave N/B @ Croton Point Ave (In Croton),41.1943563,-73.8802726,yellow
point,Croton-South Riverside / Riverside Ave S/B @ Croton Point Ave (In Croton),41.1942678,-73.880528,yellow
point,CrotonPoint Ave W/B @ Riverside Ave (in Croton),41.1942373,-73.8802001,yellow
point,Rt 311 NB @ Ludington Court,41.4716929,-73.654698,yellow
point,Rt 311 SB @ Ludington Court,41.4714085,-73.6552056,yellow
point,Rt 35 @ Triangle Shopping Center (In Yorktown),41.27797782,-73.78258948,yellow
point,Main St (Rt128) @ Maple Ave N/B (In North Castle),41.12671817,-73.713836,yellow
point,Main St (Rt128) @ Maple Ave S/B (In North Castle),41.12657674,-73.71389903,yellow
point,Rt 22 NB @ Southeast Courthouse (In Southeast),41.4115199,-73.5777951,yellow
point,Rt 22 NB @ Putnam-Dutchess Border (In Patterson),41.5247716,-73.588223,yellow
point,Palmer Ave SB @ Depot Way E (in Larchmont),40.9352311,-73.7553426,yellow
point,Rt 22 SB @ Putnam-Dutchess Border (In Patterson),41.5246335,-73.5883606,yellow
point,Farmer's Mills NB @ RT 301,41.4832055,-73.7694548,yellow
point,RT 9D NB @ Belle Ln,41.414825,-73.9382469,yellow
point,Doansburg Rd WB @ Mt Ebo Rd,41.436195,-73.5700575,yellow
point,Doansburg Rd EB @ Mt Ebo Rd North (Away from 22),41.4362836,-73.5697785,yellow
point,Boston Post Rd SB @ Nassau Rd,40.9321568,-73.7492904,yellow
point,Boston Post Rd NB @ Nassau Rd,40.9323189,-73.749167,yellow
point,Palmer Ave NB @ Depot Way E,40.9353261,-73.7551324,yellow
point,Chatsworth Ave EB @ i95 Bridge,40.933344,-73.7600635,yellow
point,Chatsworth Ave WB @ i95 Bridge,40.933494,-73.760262,yellow
point,Rt 22 SB @ Southeast Courthouse,41.4114141,-73.5779037,yellow
